id,AssetID,MaintenanceSchedule,LastMaintenanceDate,NextMaintenanceDate,MaintenancePerformedBy,MaintenanceRecords
MR1492,A204,On REPAIR,2024-01-14,2024-02-14,John,Replaced filter and checked lubrication
MR1493,A204,On REPAIR,2023-12-05,2024-01-05,Jane Smith,Replaced filter and checked lubrication
MR1494,A205,On REPAIR,2023-08-24,2023-09-24,Jane Smith,Replaced filter and checked lubrication
MR1495,A205,On REPAIR,2023-10-25,2023-11-25,Tony,Replaced filter and checked lubrication
MR1496,A205,On REPAIR,2024-05-17,2024-06-17,Jane Smith,Replaced filter and checked lubrication
MR1497,A205,On REPAIR,2023-12-18,2024-01-18,Jane Smith,Replaced filter and checked lubrication
MR1498,A205,On REPAIR,2024-04-13,2024-05-13,Jane Smith,Replaced filter and checked lubrication
MR1499,A205,On REPAIR,2024-05-04,2024-06-04,John,Replaced filter and checked lubrication
MR1500,A205,On REPAIR,2024-05-24,2024-06-24,John,Replaced filter and checked lubrication
MR1501,A205,On REPAIR,2023-09-14,2023-10-14,Tony,Replaced filter and checked lubrication
MR1502,A205,On REPAIR,2024-03-05,2024-04-05,John,Replaced filter and checked lubrication
MR1503,A206,On REPAIR,2023-07-27,2023-08-27,Jane Smith,Replaced filter and checked lubrication
MR1504,A206,On REPAIR,2024-02-23,2024-03-23,Jane Smith,Replaced filter and checked lubrication
MR1505,A206,On REPAIR,2023-09-06,2023-10-06,Jane Smith,Replaced filter and checked lubrication
MR1506,A206,On REPAIR,2023-06-18,2023-07-18,Jane Smith,Replaced filter and checked lubrication
MR1507,A206,On REPAIR,2024-05-06,2024-06-06,John,Replaced filter and checked lubrication
MR1508,A206,On REPAIR,2024-02-21,2024-03-21,Jane Smith,Replaced filter and checked lubrication
MR1509,A207,On REPAIR,2023-08-25,2023-09-25,Tony,Replaced filter and checked lubrication
MR1510,A207,On REPAIR,2024-03-01,2024-04-01,John,Replaced filter and checked lubrication
MR1511,A207,On REPAIR,2023-10-29,2023-11-29,Jane Smith,Replaced filter and checked lubrication
MR1512,A207,On REPAIR,2024-05-05,2024-06-05,Jane Smith,Replaced filter and checked lubrication
MR1513,A207,On REPAIR,2024-01-28,2024-02-28,Jane Smith,Replaced filter and checked lubrication
MR1514,A207,On REPAIR,2024-03-15,2024-04-15,Tony,Replaced filter and checked lubrication
MR1515,A208,On REPAIR,2024-02-24,2024-03-24,Jane Smith,Replaced filter and checked lubrication
MR1516,A208,On REPAIR,2023-08-02,2023-09-02,Tony,Replaced filter and checked lubrication
MR1517,A208,On REPAIR,2023-07-23,2023-08-23,John,Replaced filter and checked lubrication
MR1518,A208,On REPAIR,2023-06-21,2023-07-21,Tony,Replaced filter and checked lubrication
MR1519,A208,On REPAIR,2023-11-13,2023-12-13,Tony,Replaced filter and checked lubrication
MR1520,A208,On REPAIR,2023-06-19,2023-07-19,John,Replaced filter and checked lubrication
MR1521,A208,On REPAIR,2023-11-06,2023-12-06,Tony,Replaced filter and checked lubrication
MR1522,A208,On REPAIR,2024-06-10,2024-07-10,Jane Smith,Replaced filter and checked lubrication
